name,technology,bidding_EOM,bidding_CRM_capacity_pos,bidding_CRM_capacity_neg,bidding_CRM_energy_pos,bidding_CRM_energy_neg,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,ramp_up,ramp_down,additional_cost,hot_start_cost,warm_start_cost,cold_start_cost,min_operating_time,min_down_time,unit_operator,operating_type,node
powerplant_1,onshore wind,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,333.728728656797,0.0,1.0,333.728728656797,333.728728656797,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
powerplant_2,onshore wind,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,563.310742691368,0.0,1.0,563.310742691368,563.310742691368,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
powerplant_3,onshore wind,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,510.4979296884042,0.0,1.0,510.4979296884042,510.4979296884042,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
powerplant_4,onshore wind,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,2452.0133916518043,0.0,1.0,2452.0133916518043,2452.0133916518043,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
powerplant_5,onshore wind,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,472.9801791260866,0.0,1.0,472.9801791260866,472.9801791260866,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
powerplant_6,run-of-river hydro,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,3.113,0.0,0.9,3.113,3.113,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
powerplant_8,solar,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,10193.156011797117,0.0,1.0,10193.156011797117,10193.156011797117,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
powerplant_9,solar,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,2306.343253451904,0.0,1.0,2306.343253451904,2306.343253451904,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
powerplant_10,solar,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,62.71019066055399,0.0,1.0,62.71019066055399,62.71019066055399,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
powerplant_11,solar,powerplant_energy_heuristic_flexable,powerplant_crm_pos,powerplant_crm_neg,powerplant_crm_pos,powerplant_crm_neg,powerplant_energy_naive_redispatch,renewable,0,514.9856440033549,0.0,1.0,514.9856440033549,514.9856440033549,0.0,0.0,0.0,0.0,0,0,PP_operator,Market,DE0 0
